year,CO2 (ppmv),Temperature,Mean CH4,unc
-83279,,-4.84,,
-83255,,,452.0,
-83237,,-2.64,,
-83192,,-4.26,,
-83143,,-4.87,,
-83095,,-4.64,,
-83049,,-4.32,,
-83001,,-4.62,,
-82999,,,443.0,
-82986,238.42310352799862,,,
-82952,,-5.35,,
-82908,,-3.25,,
-82862,,-4.24,,
-82815,,-5.0,,
-82768,,-4.32,,
-82751,,,450.0,
-82724,,-3.88,,
-82681,,-3.3,,
-82638,,-3.59,,
-82593,,-4.07,,
-82549,,-3.84,,
-82511,,,445.0,
-82504,,-4.3,,
-82461,,-3.58,,
-82417,,-3.46,,
-82407,243.16072770547603,,,
-82372,,-4.45,,
-82326,,-4.25,,
-82281,,-3.81,,
-82275,,,464.0,
-82234,,-4.89,,
-82191,,-3.28,,
-82147,,-4.17,,
-82103,,-3.36,,
-82061,,-4.08,,
-82022,,,465.0,
-82020,,-2.41,,
-81990,250.78745315401204,,,
-81978,,-3.44,,
-81935,,-3.93,,
-81892,,-3.39,,
-81846,,-4.69,,
-81806,,-2.51,,
-81789,,,485.0,
-81766,,-2.56,,
-81724,,-3.71,,
-81682,,-3.37,,
-81639,,-3.63,,
-81604,247.1003682352176,,,
-81594,,-4.09,,
-81561,,,515.0,
-81553,,-2.84,,
-81510,,-4.04,,
-81467,,-3.56,,
-81424,,-3.41,,
-81382,,-3.68,,
-81344,,-2.3,,
-81327,,,560.0,
-81305,,-2.47,,
-81265,,-2.83,,
-81226,,-2.76,,
-81187,,-2.65,,
-81148,,-2.48,,
-81117,,,631.0,
-81107,,-3.52,,
-81066,,-2.49,,
-81038,246.32246412221588,,,
-81024,,-3.95,,
-80982,,-3.14,,
-80939,,-3.73,,
-80916,,,629.0,
-80896,,-3.74,,
-80854,,-3.48,,
-80813,,-2.77,,
-80771,,-3.58,,
-80729,,-3.79,,
-80691,,-2.01,,
-80690,,,622.0,
-80648,,-3.59,,
-80604,,-4.4,,
-80576,240.87295493897983,,,
-80561,,-3.04,,
-80519,,-3.87,,
-80476,,-3.59,,
-80468,,,616.0,
-80435,,-2.96,,
-80393,,-3.63,,
-80352,,-3.12,,
-80311,,-2.97,,
-80268,,-3.91,,
-80262,,,617.0,
-80223,,-3.85,,
-80178,,-4.74,,
-80133,,-3.71,,
-80118,238.88896579028287,,,
-80087,,-4.59,,
-80041,,-4.26,,
-80033,,,606.0,
-79993,,-5.03,,
-79949,,-3.93,,
-79904,,-4.07,,
-79860,,-4.21,,
-79816,,-3.38,,
-79791,,,571.0,
-79774,,-4.14,,
-79761,234.13416436720672,,,
-79733,,-2.65,,
-79686,,-4.8,,
-79641,,-4.37,,
-79595,,-4.37,,
-79574,,,595.0,
-79548,,-4.37,,
-79499,,-5.21,,
-79450,,-5.26,,
-79405,,-4.35,,
-79360,,-3.91,,
-79334,,,576.0,
-79313,,-4.65,,
-79264,,-5.05,,
-79256,230.32953997112173,,,
-79214,,-5.63,,
-79164,,-5.49,,
-79126,,,584.0,
-79115,,-4.72,,
-79066,,-5.28,,
-79016,,-5.5,,
-78967,,-4.74,,
-78918,,-5.52,,
-78870,,-4.69,,
-78852,,,548.0,
-78823,,-4.49,,
-78776,,-5.14,,
-78771,233.92301778529907,,,
-78729,,-4.66,,
-78683,,-4.38,,
-78635,,-4.86,,
-78620,,,549.0,
-78587,,-5.04,,
-78539,,-5.01,,
-78489,,-5.26,,
-78441,,-4.91,,
-78395,,-4.37,,
-78380,230.60058478694174,,,
-78372,,,550.0,
-78346,,-5.39,,
-78299,,-4.62,,
-78248,,-5.96,,
-78203,,-3.8,,
-78156,,-4.9,,
-78154,,,535.0,
-78108,,-4.92,,
-78060,,-4.86,,
-78010,,-5.45,,
-77959,,-5.77,,
-77927,234.74268285165846,,,
-77924,,,563.0,
-77909,,-5.44,,
-77860,,-5.13,,
-77812,,-5.57,,
-77766,,-4.06,,
-77719,,-4.26,,
-77676,,,536.0,
-77670,,-5.99,,
-77620,,-4.71,,
-77570,,-6.29,,
-77520,,-4.96,,
-77471,,-5.59,,
-77460,229.25533496544978,,,
-77448,,,515.0,
-77423,,-4.76,,
-77376,,-4.88,,
-77329,,-4.44,,
-77278,,-6.27,,
-77228,,-5.13,,
-77197,,,515.0,
-77177,,-6.06,,
-77126,,-5.02,,
-77071,,-7.15,,
-77019,227.2993454606292,,,
-77019,,-5.67,,
-76968,,-5.64,,
-76961,,,512.0,
-76918,,-5.41,,
-76866,,-6.32,,
-76817,,-5.1,,
-76769,,-4.92,,
-76720,,-5.45,,
-76696,,,497.0,
-76669,,-5.67,,
-76619,,-5.34,,
-76567,,-6.13,,
-76557,224.1427524434798,,,
-76515,,-6.12,,
-76464,,-5.61,,
-76416,,,487.0,
-76414,,-5.25,,
-76359,,-6.64,,
-76302,,-7.4,,
-76250,,-5.75,,
-76200,,,477.0,
-76198,,-5.69,,
-76144,,-6.63,,
-76130,226.64717080896844,,,
-76091,,-6.2,,
-76039,,-5.94,,
-75984,,-6.6,,
-75935,,,463.0,
-75930,,-6.44,,
-75875,,-6.69,,
-75820,,-6.38,,
-75764,,-6.81,,
-75707,,-7.05,,
-75665,224.91795384960736,,,
-75650,,-7.04,,
-75644,,,450.0,
-75596,,-6.46,,
-75542,,-6.43,,
-75485,,-7.08,,
-75432,,-6.31,,
-75381,,-5.66,,
-75367,,,475.0,
-75330,,-5.77,,
-75278,,-6.38,,
-75228,,-5.16,,
-75175,,-6.78,,
-75122,,-6.12,,
-75106,231.68344444807624,,,
-75106,,,472.0,
-75070,,-6.03,,
-75018,,-6.06,,
-74965,,-6.21,,
-74910,,-6.89,,
-74855,,-6.65,,
-74846,,,442.0,
-74799,,-6.95,,
-74746,238.01317290414426,,,
-74742,,-7.18,,
-74688,,-6.38,,
-74636,,-6.1,,
-74581,,-6.98,,
-74579,,,442.0,
-74527,,-5.99,,
-74469,,-8.09,,
-74415,,-6.28,,
-74362,,-6.1,,
-74308,,-6.75,,
-74297,239.34140543854346,,,
-74291,,,466.0,
-74251,,-6.91,,
-74193,,-7.51,,
-74140,,-6.31,,
-74087,,-6.38,,
-74032,,-6.99,,
-74022,,,422.0,
-73976,,-6.77,,
-73918,,-7.43,,
-73900,249.93957236494836,,,
-73857,,-7.94,,
-73798,,-7.6,,
-73762,,,438.0,
-73743,,-6.78,,
-73685,,-7.41,,
-73631,,-6.52,,
-73595,249.52367746086176,,,
-73577,,-6.96,,
-73524,,-6.22,,
-73475,,,424.0,
-73470,,-6.67,,
-73417,,-6.62,,
-73366,,-5.99,,
-73315,,-6.1,,
-73264,,-5.98,,
-73214,,-5.82,,
-73189,,,415.0,
-73164,,-5.86,,
-73117,243.27000593612678,,,
-73112,,-6.22,,
-73061,,-6.67,,
-73011,,-5.19,,
-72962,,-6.11,,
-72935,,,416.0,
-72913,,-5.34,,
-72865,,-5.72,,
-72818,,-5.26,,
-72770,,-5.29,,
-72723,,-5.59,,
-72681,,,461.0,
-72679,,-4.44,,
-72637,,-4.08,,
-72593,,-4.64,,
-72575,241.2403946279206,,,
-72552,,-3.52,,
-72509,,-4.47,,
-72464,,-4.97,,
-72441,,,477.0,
-72418,,-5.15,,
-72371,,-4.92,,
-72323,,-5.86,,
-72277,,-5.06,,
-72271,231.3339802376306,,,
-72232,,-4.51,,
-72207,,,467.0,
-72185,,-5.7,,
-72139,,-4.83,,
-72091,,-5.56,,
-72044,,-5.52,,
-71997,,-5.39,,
-71966,,,469.0,
-71952,,-4.21,,
-71904,,-5.97,,
-71853,,-6.04,,
-71801,,-6.62,,
-71800,232.73507960739272,,,
-71750,,-6.11,,
-71735,,,461.0,
-71699,,-6.23,,
-71648,,-6.23,,
-71594,,-6.91,,
-71545,,-5.53,,
-71489,,-7.39,,
-71483,,,451.0,
-71437,,-6.45,,
-71382,,-7.1,,
-71330,,-6.16,,
-71275,,-7.55,,
-71269,230.89095840633553,,,
-71222,,-6.45,,
-71175,,,452.0,
-71169,,-6.51,,
-71116,,-6.89,,
-71061,,-6.58,,
-71005,,-7.66,,
-70949,,-7.17,,
-70916,232.33476105332247,,,
-70904,,,448.0,
-70892,,-7.42,,
-70835,,-7.63,,
-70777,,-7.6,,
-70718,,-7.66,,
-70658,,-8.19,,
-70596,,-8.32,,
-70579,,,453.0,
-70540,232.79086554237838,,,
-70536,,-8.14,,
-70476,,-7.9,,
-70412,,-8.89,,
-70350,,-8.24,,
-70294,,-7.3,,
-70259,,,457.0,
-70237,,-7.59,,
-70182,,-7.05,,
-70142,239.45635365708617,,,
-70124,,-8.05,,
-70068,,-6.94,,
-70013,,-7.28,,
-69959,,-7.09,,
-69941,,,432.0,
-69906,,-6.6,,
-69853,,-6.9,,
-69800,,-7.0,,
-69747,,-6.65,,
-69743,237.5634446299485,,,
-69694,,-6.84,,
-69661,,,432.0,
-69642,,-6.71,,
-69593,,-5.85,,
-69540,,-6.88,,
-69488,,-6.78,,
-69433,,-7.19,,
-69403,,,431.0,
-69380,,-7.05,,
-69330,,-6.04,,
-69329,235.01577011604033,,,
-69281,,-6.01,,
-69231,,-6.21,,
-69180,,-6.41,,
-69148,,,449.0,
-69128,,-7.09,,
-69080,,-5.25,,
-69026,,-7.27,,
-68978,225.17215906542418,,,
-68972,,-7.72,,
-68923,,-5.41,,
-68916,,,482.0,
-68875,,-5.98,,
-68828,,-5.53,,
-68782,,-5.5,,
-68737,,-5.05,,
-68690,,-5.63,,
-68683,,,475.0,
-68644,,-5.61,,
-68595,,-6.04,,
-68549,,-5.2,,
-68499,,-6.41,,
-68495,,,470.0,
-68477,220.32661122546068,,,
-68448,,-6.61,,
-68397,,-6.69,,
-68346,,-6.28,,
-68291,,-7.55,,
-68239,,-6.66,,
-68221,,,473.0,
-68187,,-6.79,,
-68130,,-7.72,,
-68102,215.55081317503786,,,
-68075,,-7.34,,
-68019,,-7.69,,
-67983,,,490.0,
-67962,,-7.49,,
-67904,,-8.07,,
-67846,,-7.94,,
-67791,,-7.27,,
-67735,,-7.58,,
-67682,,-6.91,,
-67642,211.2583877926514,,,
-67636,,,450.0,
-67622,,-8.34,,
-67560,,-8.8,,
-67500,,-8.49,,
-67444,,-7.26,,
-67410,,,462.0,
-67382,,-8.89,,
-67318,,-8.99,,
-67253,,-9.22,,
-67190,,-8.75,,
-67131,205.42035908699594,,,
-67124,,-9.67,,
-67059,,-8.85,,
-67026,,,460.0,
-66992,,-9.71,,
-66929,,-8.92,,
-66865,,-8.96,,
-66801,,-9.42,,
-66741,,-8.14,,
-66734,,,474.0,
-66681,,-8.6,,
-66669,203.42547248921588,,,
-66623,,-7.77,,
-66566,,-8.15,,
-66510,,-7.59,,
-66453,,-7.92,,
-66395,,-8.04,,
-66339,,-7.79,,
-66329,,,456.0,
-66274,,-9.31,,
-66208,,-9.51,,
-66196,200.17043811242027,,,
-66141,,-9.63,,
-66086,,,451.0,
-66078,,-9.06,,
-66018,,-8.27,,
-65958,,-8.6,,
-65897,,-8.87,,
-65842,,-7.12,,
-65782,,,480.0,
-65779,203.758804582249,,,
-65779,,-9.32,,
-65715,,-9.12,,
-65653,,-9.11,,
-65595,,-7.81,,
-65534,,-8.78,,
-65482,,,471.0,
-65470,,-9.4,,
-65408,,-8.9,,
-65364,201.14189964947187,,,
-65346,,-8.86,,
-65281,,-9.44,,
-65217,,-9.26,,
-65153,,-9.39,,
-65126,,,453.0,
-65090,,-8.82,,
-65025,,-9.61,,
-65009,207.20522458616006,,,
-64963,,-9.01,,
-64902,,-8.5,,
-64868,,,459.0,
-64839,,-9.23,,
-64776,,-9.21,,
-64717,,-8.46,,
-64655,,-8.67,,
-64591,,-9.71,,
-64539,,,449.0,
-64534,,-7.85,,
-64489,204.3859977224767,,,
-64473,,-9.04,,
-64411,,-8.83,,
-64349,,-9.11,,
-64305,,,461.0,
-64286,,-9.2,,
-64220,,-9.81,,
-64156,,-9.17,,
-64091,,-9.48,,
-64026,,-9.58,,
-63987,200.59108353507256,,,
-63976,,,444.0,
-63963,,-9.29,,
-63902,,-8.78,,
-63837,,-9.59,,
-63814,198.17360428453378,,,
-63774,,-9.36,,
-63713,,-9.0,,
-63665,,,476.0,
-63652,,-8.46,,
-63596,208.9757824141881,,,
-63589,,-9.56,,
-63528,,-8.79,,
-63465,,-9.42,,
-63403,,-9.14,,
-63343,,-8.67,,
-63309,,,457.0,
-63282,,-9.03,,
-63223,,-8.36,,
-63160,,-9.77,,
-63103,,-7.72,,
-63096,199.17080568979725,,,
-63048,,-7.72,,
-63034,,,461.0,
-62989,,-8.89,,
-62928,,-8.82,,
-62917,201.67027938028278,,,
-62867,,-9.01,,
-62805,,-9.34,,
-62746,,-8.3,,
-62707,203.69546669849038,,,
-62704,,,462.0,
-62685,,-9.24,,
-62627,,-8.4,,
-62566,,-9.11,,
-62506,,-8.82,,
-62448,,-8.24,,
-62400,,,440.0,
-62389,,-8.71,,
-62327,,-9.32,,
-62268,,-8.78,,
-62209,,-8.38,,
-62163,199.7280299125443,,,
-62150,,-9.08,,
-62092,,-8.53,,
-62067,,,434.0,
-62039,,-7.45,,
-61987,,-7.12,,
-61946,197.24236643525396,,,
-61933,,-7.86,,
-61878,,-7.88,,
-61820,,-8.87,,
-61817,,,489.0,
-61769,,-6.63,,
-61715,,-8.34,,
-61665,,-6.82,,
-61613,,-6.68,,
-61605,197.40343593339372,,,
-61557,,-8.49,,
-61498,,-8.83,,
-61482,,,484.0,
-61437,,-9.05,,
-61375,,-9.3,,
-61315,,-8.95,,
-61253,,,468.0,
-61252,,-9.41,,
-61191,,-9.22,,
-61129,,-9.27,,
-61062,,-10.19,,
-61010,200.14813320360096,,,
-61002,,-8.41,,
-60944,,-8.6,,
-60882,,-9.47,,
-60869,,,444.0,
-60824,202.7086782342372,,,
-60821,,-9.17,,
-60764,,-8.24,,
-60707,,-8.53,,
-60648,,-8.85,,
-60606,,,444.0,
-60602,202.5567478249938,,,
-60588,,-8.89,,
-60529,,-8.91,,
-60477,,-7.25,,
-60420,,-8.57,,
-60361,,-8.86,,
-60304,,-8.6,,
-60252,,,430.0,
-60248,,-8.19,,
-60193,,-8.05,,
-60139,,-7.94,,
-60083,,-8.17,,
-60024,,-8.94,,
-60007,,,439.0,
-59968,,-8.22,,
-59950,206.3768851547348,,,
-59912,,-8.37,,
-59859,,-7.77,,
-59807,,-7.62,,
-59755,,-7.26,,
-59703,,-7.52,,
-59697,,,431.0,
-59651,,-7.77,,
-59604,210.90340290966515,,,
-59599,,-7.44,,
-59549,,-6.96,,
-59497,,-7.6,,
-59444,,-8.11,,
-59392,,-7.01,,
-59342,,-7.39,,
-59291,,-7.32,,
-59284,210.56770709704924,,,
-59241,,-7.09,,
-59192,,-6.86,,
-59143,,-7.13,,
-59110,207.954258455404,,,
-59101,,,432.0,
-59094,,-6.43,,
-59043,,-7.77,,
-58993,,-7.13,,
-58946,,-6.45,,
-58898,,,437.0,
-58897,,-6.68,,
-58867,213.77895408048403,,,
-58862,,,412.0,
-58846,,-7.52,,
-58796,,-7.24,,
-58747,,-6.91,,
-58698,,-7.22,,
-58652,,-5.79,,
-58607,,-6.07,,
-58598,,,425.0,
-58566,217.25313232793502,,,
-58559,,-6.73,,
-58509,,-7.25,,
-58463,,-6.25,,
-58423,212.87091028761074,,,
-58414,,-6.97,,
-58391,,,430.0,
-58363,,-7.48,,
-58315,,-6.66,,
-58266,,-6.92,,
-58215,,-7.33,,
-58165,,-7.25,,
-58159,216.66068075629482,,,
-58117,,-6.67,,
-58099,,,426.0,
-58069,,-6.78,,
-58022,,-6.35,,
-57974,,-7.27,,
-57929,,-5.72,,
-57915,,,443.0,
-57884,,-5.92,,
-57841,,-5.9,,
-57797,,-5.32,,
-57783,223.45481611599993,,,
-57749,,-6.9,,
-57700,,-7.15,,
-57655,,-5.85,,
-57640,,,425.0,
-57610,,-6.19,,
-57563,,-6.55,,
-57518,,-6.28,,
-57475,,-4.82,,
-57430,,-6.1,,
-57430,226.35329184425117,,,
-57416,,,435.0,
-57382,,-7.3,,
-57336,,-6.26,,
-57291,,-6.16,,
-57251,,-4.53,,
-57202,,-7.08,,
-57160,,-5.36,,
-57155,231.29357613421678,,,
-57117,,-5.41,,
-57104,,,442.0,
-57074,,-5.71,,
-57030,,-5.8,,
-56986,,-5.9,,
-56942,,-5.78,,
-56930,,,454.0,
-56897,,-6.08,,
-56853,,-5.8,,
-56809,,-5.93,,
-56767,,-4.89,,
-56725,,-5.64,,
-56683,,-5.44,,
-56660,,,523.0,
-56641,,-5.19,,
-56602,,-4.6,,
-56560,,-4.83,,
-56516,,-6.42,,
-56483,223.14855036746204,,,
-56472,,-5.66,,
-56441,,,502.0,
-56429,,-5.86,,
-56388,,-4.92,,
-56346,,-5.03,,
-56304,,-6.03,,
-56267,224.35339767076476,,,
-56262,,-4.42,,
-56220,,-5.98,,
-56208,,,554.0,
-56176,,-5.28,,
-56130,,-6.57,,
-56088,,-5.25,,
-56043,,,561.0,
-56043,,-6.1,,
-55998,,-5.97,,
-55953,,-6.2,,
-55907,,-6.23,,
-55893,223.71829246142204,,,
-55859,,-6.82,,
-55810,,-7.16,,
-55771,,,520.0,
-55762,,-6.95,,
-55719,,-5.23,,
-55675,,-5.83,,
-55628,,-6.61,,
-55586,,,515.0,
-55581,,-6.43,,
-55537,,-5.75,,
-55526,217.37632438255054,,,
-55492,,-5.97,,
-55444,,-6.66,,
-55395,,-7.79,,
-55350,,-5.58,,
-55307,,-5.7,,
-55306,,,542.0,
-55265,,-4.97,,
-55260,215.69652704379405,,,
-55221,,-5.99,,
-55179,,-5.2,,
-55135,,-5.72,,
-55090,,-6.37,,
-55043,,-6.25,,
-54998,,-6.83,,
-54953,,-5.32,,
-54907,,-6.56,,
-54893,,,554.0,
-54862,,-6.13,,
-54840,,,543.0,
-54816,,-6.36,,
-54766,,-7.18,,
-54718,,-6.52,,
-54668,,-7.61,,
-54642,,,550.0,
-54620,,-6.46,,
-54573,,-6.64,,
-54553,212.4366913146648,,,
-54523,,-7.21,,
-54474,,-7.1,,
-54425,,-7.0,,
-54376,,-6.63,,
-54366,,,546.0,
-54325,,-8.08,,
-54287,207.67411308560085,,,
-54275,,-6.88,,
-54227,,-6.52,,
-54178,,-7.29,,
-54126,,-7.37,,
-54072,,-8.67,,
-54021,,-6.75,,
-53967,,-8.38,,
-53959,210.2748744860088,,,
-53913,,-8.13,,
-53862,,-7.35,,
-53857,,,483.0,
-53846,,,534.0,
-53811,,-7.32,,
-53757,,-8.33,,
-53703,,-7.91,,
-53653,,-7.37,,
-53642,,,466.0,
-53603,,-7.19,,
-53603,214.7766439566713,,,
-53555,,-6.81,,
-53507,,-6.77,,
-53458,,-6.79,,
-53408,,-7.81,,
-53360,,-6.59,,
-53343,208.19350573591464,,,
-53338,,,461.0,
-53313,,-6.34,,
-53265,,-6.85,,
-53218,,-7.05,,
-53171,,-6.04,,
-53135,,,514.0,
-53124,,-6.82,,
-53076,,-6.93,,
-53064,216.8579026931373,,,
-53032,,-5.79,,
-52987,,-6.14,,
-52939,,-6.76,,
-52893,,-6.6,,
-52881,,,476.0,
-52847,,-5.94,,
-52798,,-7.39,,
-52746,,-7.37,,
-52744,213.88701388029443,,,
-52694,,-7.9,,
-52643,,-7.62,,
-52594,,-6.79,,
-52544,,-7.4,,
-52494,,-7.4,,
-52453,,,462.0,
-52445,,-6.86,,
-52437,217.95673832028174,,,
-52397,,-6.9,,
-52350,,-7.04,,
-52306,,-5.42,,
-52263,,-5.83,,
-52218,,-5.96,,
-52206,220.3743647767866,,,
-52174,,-5.66,,
-52150,,,437.0,
-52127,,-6.98,,
-52080,,-6.5,,
-52033,,-6.67,,
-51987,,-6.25,,
-51942,,-6.52,,
-51922,,,438.0,
-51898,,-5.54,,
-51856,221.13790909272413,,,
-51853,,-6.25,,
-51810,,-5.54,,
-51763,,-6.66,,
-51739,,,438.0,
-51715,,-6.87,,
-51667,,-7.19,,
-51621,,-6.08,,
-51576,,-6.3,,
-51532,,-6.18,,
-51489,,-5.29,,
-51482,,,513.0,
-51450,223.261990272584,,,
-51449,,-4.99,,
-51408,,-4.92,,
-51368,,-4.95,,
-51327,,-5.18,,
-51286,,-5.03,,
-51249,,,535.0,
-51244,,-5.41,,
-51203,,-5.08,,
-51159,,-6.18,,
-51158,223.71721395019227,,,
-51117,,-5.75,,
-51076,,-4.25,,
-51039,,,530.0,
-51032,,-6.33,,
-50984,,-6.82,,
-50937,,-6.62,,
-50892,,-6.18,,
-50864,,,529.0,
-50850,221.1479059817251,,,
-50849,,-6.11,,
-50807,,-4.61,,
-50763,,-6.11,,
-50717,,-6.72,,
-50674,,-5.28,,
-50629,,-6.35,,
-50623,220.7236106732058,,,
-50584,,-5.97,,
-50582,,,543.0,
-50537,,-7.04,,
-50493,,-5.66,,
-50448,,-6.07,,
-50434,219.08254103386616,,,
-50401,,-6.75,,
-50399,,,567.0,
-50355,,-6.32,,
-50308,,-6.86,,
-50261,,-6.32,,
-50212,,-7.27,,
-50170,,,527.0,
-50167,,-6.23,,
-50136,213.81781717736385,,,
-50124,,-5.24,,
-50082,,-6.36,,
-50039,,-4.62,,
-49996,,-5.97,,
-49951,,-6.26,,
-49933,,,531.0,
-49904,,-6.81,,
-49861,,-5.49,,
-49829,215.07712976760632,,,
-49815,,-6.64,,
-49768,,-6.11,,
-49720,,-7.35,,
-49672,,-6.57,,
-49671,,,517.0,
-49624,,-7.41,,
-49578,,-5.98,,
-49532,,-6.42,,
-49485,,-6.61,,
-49481,211.57084710504336,,,
-49477,,,544.0,
-49436,,-7.21,,
-49389,,-6.77,,
-49340,,-7.02,,
-49292,,-6.95,,
-49242,,-7.22,,
-49194,,,515.0,
-49192,,-7.38,,
-49142,,-7.38,,
-49090,,-7.84,,
-49079,207.63643592103043,,,
-49043,,-6.71,,
-48995,,-6.69,,
-48971,,,510.0,
-48945,,-7.37,,
-48896,,-7.5,,
-48847,,-6.59,,
-48798,,-7.48,,
-48750,,-7.02,,
-48702,,-6.25,,
-48672,,,493.0,
-48651,,-8.11,,
-48601,,-7.43,,
-48577,207.40999031146947,,,
-48553,,-7.17,,
-48508,,-5.64,,
-48491,,,489.0,
-48460,,-7.05,,
-48411,,-7.06,,
-48361,,-7.5,,
-48310,,-7.53,,
-48270,206.74402693868802,,,
-48262,,-7.02,,
-48242,,,470.0,
-48215,,-6.5,,
-48168,,-6.96,,
-48120,,-6.64,,
-48071,,-7.06,,
-48056,204.37676012041777,,,
-48019,,-8.18,,
-47968,,-7.49,,
-47940,,,492.0,
-47918,,-7.67,,
-47870,,-6.3,,
-47820,,-7.67,,
-47778,203.8713291389937,,,
-47770,,-7.7,,
-47766,,,452.0,
-47723,,-6.1,,
-47674,,-7.45,,
-47624,,-7.54,,
-47576,,-6.75,,
-47538,,,434.0,
-47527,,-7.16,,
-47512,204.05803785391646,,,
-47475,,-7.96,,
-47424,,-7.36,,
-47371,,-8.39,,
-47352,200.12004323663527,,,
-47319,,-7.64,,
-47307,,,464.0,
-47267,,-8.05,,
-47216,,-7.28,,
-47164,,-8.17,,
-47113,,-7.59,,
-47062,,-7.67,,
-47037,201.57862918592315,,,
-47012,,-7.57,,
-46989,,,461.0,
-46965,,-6.54,,
-46917,,-7.01,,
-46868,,-7.08,,
-46815,,-8.17,,
-46761,,-8.32,,
-46728,,,435.0,
-46713,,-6.93,,
-46663,,-7.56,,
-46608,,-8.51,,
-46560,,-7.0,,
-46510,,-7.31,,
-46477,200.97514386943084,,,
-46463,,-6.8,,
-46416,,-6.63,,
-46368,,-6.8,,
-46317,,-7.99,,
-46273,206.18208295015899,,,
-46267,,-7.31,,
-46223,,,414.0,
-46214,,-7.94,,
-46160,,-8.55,,
-46107,,-8.02,,
-46054,,-7.92,,
-46002,,,453.0,
-45999,,-8.94,,
-45993,205.65965094423697,,,
-45950,,-7.25,,
-45902,,-6.65,,
-45853,,-7.66,,
-45805,,-7.13,,
-45760,203.7878948817506,,,
-45759,,-6.27,,
-45718,,,437.0,
-45713,,-6.24,,
-45666,,-7.2,,
-45618,,-7.0,,
-45574,204.25993514002081,,,
-45571,,-6.73,,
-45524,,-6.97,,
-45521,,,425.0,
-45477,,-6.59,,
-45430,,-7.15,,
-45383,,-6.64,,
-45364,207.5966069009341,,,
-45339,,-6.67,,
-45296,,-4.97,,
-45271,,,441.0,
-45252,,-6.44,,
-45238,,,432.0,
-45207,,-6.24,,
-45161,,-6.8,,
-45136,210.2720270577908,,,
-45114,,-6.75,,
-45069,,-6.17,,
-45038,,,440.0,
-45024,,-6.44,,
-44980,,-6.44,,
-44937,210.83763232817873,,,
-44935,,-5.88,,
-44889,,-6.86,,
-44843,,-6.49,,
-44798,,-6.58,,
-44796,214.18284619947886,,,
-44795,,,493.0,
-44756,,-5.25,,
-44715,,-5.68,,
-44685,216.41663219437746,,,
-44674,,-5.05,,
-44633,,-5.51,,
-44599,,,499.0,
-44591,,-5.64,,
-44553,,-4.03,,
-44515,,-4.57,,
-44476,,-4.85,,
-44434,,-5.72,,
-44391,,-5.7,,
-44389,,,514.0,
-44358,218.34888238109227,,,
-44347,,-6.18,,
-44303,,-6.12,,
-44264,,,497.0,
-44259,,-6.31,,
-44231,219.24687294689662,,,
-44215,,-6.38,,
-44173,,-5.24,,
-44130,,-5.8,,
-44107,221.7721744693644,,,
-44085,,-6.86,,
-44041,,-6.03,,
-44000,,-5.14,,
-43962,,-4.25,,
-43927,222.71746789063323,,,
-43927,,,499.0,
-43919,,-6.28,,
-43877,,-5.35,,
-43834,,-6.01,,
-43792,,-5.44,,
-43748,,,487.0,
-43746,217.51186974587569,,,
-43746,,-6.69,,
-43701,,-6.19,,
-43656,,-7.05,,
-43612,,-5.27,,
-43566,,-6.9,,
-43519,,-6.97,,
-43510,214.5013713408328,,,
-43473,,-6.51,,
-43464,,,467.0,
-43427,,-6.79,,
-43381,,-6.59,,
-43334,,-6.92,,
-43330,213.9182293789752,,,
-43286,,-7.0,,
-43284,,,490.0,
-43239,,-7.04,,
-43192,207.9533487146811,,,
-43192,,-6.62,,
-43145,,-7.12,,
-43096,,-7.17,,
-43046,,-7.75,,
-43046,211.4870756888481,,,
-43039,,,462.0,
-42995,,-7.65,,
-42945,,-7.57,,
-42894,,-7.78,,
-42866,210.4383494018988,,,
-42843,,-7.8,,
-42792,,-7.92,,
-42742,,-7.57,,
-42725,,,469.0,
-42705,212.28537276723182,,,
-42690,,-7.9,,
-42638,,-8.46,,
-42584,,-8.3,,
-42540,204.82615482707928,,,
-42531,,-8.73,,
-42481,,-7.63,,
-42453,,,427.0,
-42431,,-7.04,,
-42400,206.22156348649375,,,
-42379,,-8.04,,
-42326,,-8.44,,
-42270,,-8.77,,
-42254,201.99679013111552,,,
-42215,,-8.82,,
-42212,,,431.0,
-42162,,-8.31,,
-42145,204.30591912829976,,,
-42108,,-8.66,,
-42054,,-8.74,,
-42003,,-7.94,,
-41952,,-8.02,,
-41913,,,411.0,
-41898,,-8.68,,
-41859,201.68967291161366,,,
-41846,,-8.42,,
-41796,,-7.22,,
-41746,,-7.81,,
-41711,203.18091908152513,,,
-41696,,-7.57,,
-41647,,-7.37,,
-41640,,,415.0,
-41596,,-8.06,,
-41565,204.2219503591491,,,
-41545,,-7.9,,
-41496,,-7.36,,
-41487,,,437.0,
-41449,,-6.93,,
-41404,,-6.47,,
-41400,201.66462398159248,,,
-41395,,,463.0,
-41353,,-7.93,,
-41302,,-8.03,,
-41254,,-6.83,,
-41221,203.16207190191966,,,
-41206,,-7.51,,
-41169,,,482.0,
-41160,,-6.83,,
-41113,,-6.62,,
-41086,,,486.0,
-41066,,-7.2,,
-41019,,-7.02,,
-41018,204.26047843855292,,,
-40972,,-7.07,,
-40934,,,470.0,
-40926,,-6.75,,
-40899,206.35415471090323,,,
-40889,,,471.0,
