year,CO2 (ppmv),Temperature,Mean CH4,unc
-354977,,-8.78,,
-354644,,-8.57,,
-354554,,,420.0,
-354318,,-8.52,,
-353993,,-8.87,,
-353892,,,404.0,
-353867,209.2,,,
-353659,,-8.87,,
-353324,,-9.0,,
-353255,,,403.0,
-352984,,-8.79,,
-352650,,-8.58,,
-352586,,,406.0,
-352462,209.4,,,
-352321,,-8.15,,
-352007,,-7.55,,
-351894,,,395.0,
-351719,,-7.94,,
-351428,,-7.4,,
-351272,,,405.0,
-351224,216.2,,,
-351140,,-7.59,,
-350844,,-7.63,,
-350696,,,397.0,
-350543,,-7.97,,
-350245,,-7.86,,
-349945,,-7.72,,
-349809,,,403.0,
-349726,221.1,,,
-349649,,-7.87,,
-349476,,,414.0,
-349349,,-7.89,,
-349049,,-7.83,,
-348752,,-7.61,,
-348506,,,402.0,
-348459,,-8.1,,
-348219,,,392.0,
-348156,,-7.36,,
-347871,,-7.28,,
-347589,,-7.2,,
-347396,,,407.0,
-347309,,-7.73,,
-347189,220.3,,,
-347096,,,459.0,
-347018,,-6.52,,
-346757,,-8.0,,
-346457,,-8.61,,
-346223,,,421.0,
-346140,,-8.74,,
-345902,,,403.0,
-345818,,-8.14,,
-345594,211.9,,,
-345515,,-7.44,,
-345254,,,417.0,
-345230,,-8.49,,
-344918,,-8.46,,
-344658,,,391.0,
-344606,,-8.01,,
-344370,204.8,,,
-344306,,-8.88,,
-343983,,-8.43,,
-343729,,,389.0,
-343673,,-8.29,,
-343401,,,374.0,
-343367,,-8.69,,
-343050,,-8.53,,
-343050,205.2,,,
-342738,,-8.84,,
-342533,,,368.0,
-342417,,-8.85,,
-342161,,,375.0,
-342091,,-8.62,,
-341973,200.7,,,
-341777,,-9.03,,
-341471,,,366.0,
-341453,,-8.33,,
-341148,,-9.14,,
-340886,,,370.0,
-340841,250.1,,,
-340810,,-8.98,,
-340498,,-9.66,,
-340152,,-9.22,,
-339890,,,394.0,
-339824,,-8.99,,
-339541,,,395.0,
-339504,,-9.56,,
-339170,,-9.18,,
-338848,,-8.39,,
-338785,234.2,,,
-338576,,,439.0,
-338550,,-7.71,,
-338269,,-7.1,,
-338260,,,449.0,
-338033,239.6,,,
-337999,,-6.96,,
-337740,,-6.55,,
-337484,,-6.21,,
-337447,,,460.0,
-337240,,-5.95,,
-337172,,,465.0,
-337041,241.9,,,
-337002,,-5.5,,
-336773,,-5.68,,
-336657,,,445.0,
-336615,,,445.0,
-336542,,-5.07,,
-336323,,-4.6,,
-336263,255.7,,,
-336151,,,453.0,
-336114,,-4.12,,
-335913,,-3.98,,
-335716,,-3.5,,
-335566,270.5,,,
-335527,,-3.16,,
-335464,,,486.0,
-335345,,-3.17,,
-335237,,,486.0,
-335166,,-2.78,,
-334987,,-2.94,,
-334917,278.6,,,
-334811,,-2.65,,
-334702,,,504.0,
-334641,,-2.17,,
-334493,,,496.0,
-334475,,-2.14,,
-334427,285.8,,,
-334309,,-1.92,,
-334148,,-1.48,,
-333997,,-0.95,,
-333996,,,531.0,
-333848,,-0.66,,
-333798,,,537.0,
-333757,278.1,,,
-333704,,-0.62,,
-333563,,-0.07,,
-333426,,0.8,,
-333360,,,566.0,
-333299,,0.53,,
-333212,,,570.0,
-333170,,1.15,,
-333152,298.6,,,
-333050,,1.36,,
-332929,,1.61,,
-332828,,,597.0,
-332812,,1.6,,
-332691,,2.04,,
-332687,,,581.0,
-332593,288.4,,,
-332578,,2.81,,
-332472,,2.87,,
-332399,289.1,,,
-332366,,2.69,,
-332336,,,652.0,
-332257,,3.09,,
-332194,,,631.0,
-332152,,2.9,,
-332049,,3.62,,
-332047,282.4,,,
-331951,,3.7,,
-331889,,,607.0,
-331853,,3.01,,
-331768,,,604.0,
-331746,,2.9,,
-331639,,3.35,,
-331554,,,590.0,
-331550,273.1,,,
-331534,,3.23,,
-331428,,3.34,,
-331334,,,599.0,
-331327,,3.75,,
-331228,,3.48,,
-331128,,3.19,,
-331038,,,797.0,
-331025,,3.19,,
-330925,,,798.0,
-330921,,2.54,,
-330848,272.6,,,
-330812,,2.53,,
-330703,,3.27,,
-330626,,,776.0,
-330599,,2.77,,
-330507,,,738.0,
-330491,,2.32,,
-330380,,2.01,,
-330266,,1.83,,
-330199,,,726.0,
-330194,271.7,,,
-330146,,1.79,,
-330090,,,721.0,
-330029,,0.88,,
-329899,,1.02,,
-329832,,,673.0,
-329774,,1.03,,
-329648,,0.26,,
-329510,,0.05,,
-329475,,,649.0,
-329371,,-0.12,,
-329343,265.0,,,
-329338,,,636.0,
-329229,,-0.1,,
-329086,,-0.34,,
-328950,,,637.0,
-328940,,0.35,,
-328805,,,615.0,
-328802,,0.32,,
-328665,,0.71,,
-328532,,0.15,,
-328431,,,637.0,
-328392,,0.97,,
-328292,,,621.0,
-328263,,0.96,,
-328133,,0.92,,
-328103,275.1,,,
-328001,,0.77,,
-327920,,,663.0,
-327870,,0.47,,
-327777,,,643.0,
-327734,,0.49,,
-327601,,0.78,,
-327465,,0.1,,
-327464,271.9,,,
-327376,,,658.0,
-327324,,0.79,,
-327229,,,636.0,
-327191,,0.2,,
-327050,,0.41,,
-326913,,1.0,,
-326820,270.1,,,
-326792,,,669.0,
-326782,,1.11,,
-326653,,1.36,,
-326527,,1.36,,
-326400,,0.66,,
-326266,,0.8,,
-326136,266.1,,,
-326133,,0.7,,
-326132,,,657.0,
-325998,,0.79,,
-325868,,0.57,,
-325751,,,662.0,
-325735,,1.19,,
-325613,,,642.0,
-325610,,1.04,,
-325485,264.0,,,
-325482,,0.41,,
-325347,,0.46,,
-325219,,,654.0,
-325210,,0.39,,
-325077,,,644.0,
-325075,,0.7,,
-324937,,0.16,,
-324799,,0.43,,
-324673,,,634.0,
-324666,,0.61,,
-324641,266.2,,,
-324537,,,611.0,
-324529,,0.57,,
-324390,,0.31,,
-324253,,0.57,,
-324148,,,635.0,
-324116,,0.56,,
-324000,,,633.0,
-323987,,1.31,,
-323873,260.5,,,
-323852,,0.72,,
-323717,,0.85,,
-323605,,,644.0,
-323578,,0.44,,
-323467,,,626.0,
-323434,,-0.55,,
-323292,,0.19,,
-323146,,-0.08,,
-323057,260.3,,,
-323047,,,617.0,
-322997,,-0.24,,
-322891,,,612.0,
-322850,,-0.16,,
-322697,,-0.56,,
-322549,,-0.23,,
-322459,,,590.0,
-322405,,0.08,,
-322291,,,580.0,
-322262,,0.13,,
-322216,260.4,,,
-322112,,-0.34,,
-321957,,-0.84,,
-321863,,,568.0,
-321805,,-0.43,,
-321722,,,593.0,
-321641,,-1.4,,
-321486,,-0.76,,
-321433,257.2,,,
-321329,,-0.93,,
-321278,,,557.0,
-321169,,-1.13,,
-321114,,,544.0,
-321007,,-1.21,,
-320836,,-1.88,,
-320671,,-1.52,,
-320626,,,533.0,
-320507,,-1.35,,
-320456,,,519.0,
-320336,,-1.92,,
-320164,,-1.93,,
-319988,,-2.24,,
-319960,,,528.0,
-319867,249.2,,,
-319809,,-2.44,,
-319781,,,519.0,
-319631,,-2.37,,
-319445,,-2.9,,
-319271,,-2.08,,
-319264,,,529.0,
-319083,,-3.08,,
-319073,,,521.0,
-318966,255.8,,,
-318896,,-2.98,,
-318706,,-3.14,,
-318522,,,503.0,
-318512,,-3.39,,
-318318,,,498.0,
-318304,,-4.24,,
-318102,,-3.81,,
-317898,,-4.03,,
-317879,233.4,,,
-317715,,,480.0,
-317687,,-4.41,,
-317511,,,478.0,
-317475,,-4.45,,
-317266,,-4.37,,
-317056,,-4.41,,
-316902,245.2,,,
-316887,,,479.0,
-316843,,-4.57,,
-316670,,,481.0,
-316618,,-5.3,,
-316409,,-4.41,,
-316205,,-4.22,,
-316059,,,480.0,
-316013,,-3.6,,
-315982,251.6,,,
-315851,,,445.0,
-315827,,-3.29,,
-315635,,-3.65,,
-315447,,-3.44,,
-315280,,,459.0,
-315258,,-3.57,,
-315199,272.6,,,
-315077,,,465.0,
-315075,,-3.2,,
-314894,,-3.12,,
-314716,,-2.95,,
-314537,,-2.99,,
-314522,,,515.0,
-314500,246.8,,,
-314366,,-2.69,,
-314339,,,607.0,
-314216,,-1.27,,
-314060,,-1.61,,
-313898,,-2.05,,
-313813,,,635.0,
-313728,,-2.6,,
-313707,257.1,,,
-313615,,,598.0,
-313561,,-2.28,,
-313372,,-3.84,,
-313185,,-3.62,,
-313095,,,606.0,
-313018,,-2.5,,
-312905,,,618.0,
-312886,256.7,,,
-312845,,-2.84,,
-312666,,-3.23,,
-312480,,-3.67,,
-312348,,,634.0,
-312301,,-3.22,,
-312160,,,553.0,
-312119,,-3.46,,
-312101,251.6,,,
-311932,,-3.8,,
-311760,,-2.85,,
-311601,,,568.0,
-311573,,-3.9,,
-311436,,,548.0,
-311393,241.9,,,
-311392,,-3.43,,
-311196,,-4.4,,
-311006,,-4.03,,
-310920,,,540.0,
-310815,,-4.05,,
-310723,,,522.0,
-310643,239.0,,,
-310608,,-5.11,,
-310406,,-4.76,,
-310210,,-4.43,,
-310101,,,516.0,
-310004,,-5.11,,
-309912,,,515.0,
-309805,,-4.92,,
-309720,237.8,,,
-309592,,-5.33,,
-309387,,-5.51,,
-309283,,,517.0,
-309183,,-5.41,,
-309077,,,470.0,
-308981,,-5.19,,
-308826,233.2,,,
-308775,,-5.21,,
-308555,,-5.97,,
-308483,,,493.0,
-308346,,-5.4,,
-308246,,,461.0,
-308132,,-5.77,,
-308060,226.2,,,
-307923,,-5.44,,
-307698,,-6.36,,
-307610,,,460.0,
-307483,,-5.84,,
-307473,227.8,,,
-307372,,,467.0,
-307272,,-5.7,,
-307066,,-5.33,,
-306855,,-5.76,,
-306720,,,509.0,
-306637,,-6.12,,
-306500,,,478.0,
-306431,,-5.53,,
-306375,225.8,,,
-306216,,-6.02,,
-305995,,-6.38,,
-305845,,,466.0,
-305769,,-6.56,,
-305606,,,459.0,
-305540,,-6.79,,
-305513,244.8,,,
-305319,,-6.99,,
-305081,,-7.59,,
-304919,,,485.0,
-304857,,-6.66,,
-304688,,,459.0,
-304653,,-5.8,,
-304631,248.6,,,
-304460,,-5.06,,
-304260,,-5.47,,
-304064,,-5.28,,
-304054,,,449.0,
-303866,,-5.42,,
-303852,,,451.0,
-303828,250.2,,,
-303683,,-4.57,,
-303506,,-4.25,,
-303333,,-3.95,,
-303287,,,505.0,
-303149,,-4.67,,
-303149,240.7,,,
-303097,,,498.0,
-302956,,-5.27,,
-302766,,-4.85,,
-302573,,-5.2,,
-302522,,,490.0,
-302378,,-5.39,,
-302312,,,491.0,
-302198,,-5.1,,
-302150,240.2,,,
-302003,,-5.42,,
-301812,,-4.73,,
-301687,,,477.0,
-301611,,-5.82,,
-301482,,,466.0,
-301419,,-5.25,,
-301219,,-5.68,,
-301166,236.0,,,
-301012,,-6.12,,
-300898,,,462.0,
-300801,,-6.39,,
-300667,,,456.0,
-300592,,-6.23,,
-300389,,-5.94,,
-300165,,-7.01,,
-300134,239.0,,,
-300106,,,453.0,
-299941,,-7.07,,
-299874,,,453.0,
-299717,,-7.06,,
-299501,,-7.69,,
-299277,,-7.14,,
-299192,,,487.0,
-299075,236.1,,,
-299064,,-6.57,,
-298971,,,459.0,
-298857,,-6.31,,
-298658,,-5.93,,
-298473,,-4.91,,
-298372,,,520.0,
-298282,,-5.57,,
-298172,,,518.0,
-298165,231.0,,,
-298084,,-5.87,,
-297885,,-5.99,,
-297788,,,496.0,
-297675,,-6.57,,
-297465,,-6.63,,
-297426,224.4,,,
-297259,,-6.37,,
-297141,,,518.0,
-297050,,-6.54,,
-296943,,,519.0,
-296840,,-6.68,,
-296754,217.1,,,
-296626,,-7.24,,
-296406,,-7.15,,
-296235,,,491.0,
-296177,,-7.6,,
-295995,,,467.0,
-295946,,-7.81,,
-295744,,-7.35,,
-295530,,-8.03,,
-295315,,,505.0,
-295308,,-7.38,,
-295110,,,488.0,
-295090,,-7.05,,
-294881,,-6.95,,
-294878,213.1,,,
-294680,,-6.37,,
-294516,,,524.0,
-294486,,-5.87,,
-294308,,,587.0,
-294299,,-5.66,,
-294122,,-4.93,,
-293926,,-6.17,,
-293719,,-6.68,,
-293715,,,564.0,
-293508,,,552.0,
-293504,,-7.2,,
-293414,212.7,,,
-293292,,-7.22,,
-293068,,-7.62,,
-292845,,,501.0,
-292841,,-8.07,,
-292617,,-7.63,,
-292584,,,489.0,
-292505,206.7,,,
-292396,,-7.53,,
-292196,,-6.4,,
-291983,,-7.14,,
-291916,,,521.0,
-291761,,-7.58,,
-291700,206.0,,,
-291676,,,482.0,
-291535,,-7.76,,
-291331,,-7.27,,
-291123,,-6.98,,
-291009,,,454.0,
-290929,,-6.14,,
-290868,207.6,,,
-290818,,,444.0,
-290730,,-6.41,,
-290535,,-6.29,,
-290438,,,453.0,
-290332,,-6.7,,
-290140,,-6.17,,
-290079,,,448.0,
-289956,,-5.72,,
-289776,,-5.41,,
-289683,,,459.0,
-289612,217.1,,,
-289591,,-6.43,,
-289407,,-5.73,,
-289279,,,454.0,
-289230,,-5.31,,
-289067,,-5.12,,
-288913,220.4,,,
-288906,,-4.97,,
-288748,,-4.4,,
-288584,,-4.57,,
-288424,,-4.33,,
-288270,,-3.84,,
-288234,234.9,,,
-288218,,,524.0,
-288117,,-3.83,,
-287967,,-4.07,,
-287901,,,547.0,
-287811,,-4.31,,
-287649,,-4.99,,
-287575,,,531.0,
-287481,,-4.97,,
-287314,,-5.01,,
-287241,,,530.0,
-287151,,-5.21,,
-286978,,-5.06,,
-286883,,,532.0,
-286816,,-4.77,,
-286645,,-5.15,,
-286532,,,511.0,
-286476,,-4.79,,
-286336,231.0,,,
-286316,,-5.0,,
-286176,,,521.0,
-286160,,-4.69,,
-285998,,-4.57,,
-285877,,,514.0,
-285870,230.4,,,
-285831,,-5.02,,
-285663,,-4.9,,
-285545,,,529.0,
-285493,,-4.99,,
-285493,231.4,,,
-285318,,-5.35,,
-285209,,,520.0,
-285144,,-5.56,,
-284977,,-4.9,,
-284888,,,507.0,
-284799,,-5.61,,
-284659,226.4,,,
-284630,,-5.27,,
-284545,,,500.0,
-284463,,-5.0,,
-284291,,-5.24,,
-284186,,,495.0,
-284119,,-5.17,,
-283981,228.0,,,
-283939,,-5.77,,
-283839,,,486.0,
-283763,,-5.35,,
-283584,,-5.55,,
-283481,,,470.0,
-283410,,-5.28,,
-283217,,-6.61,,
-283120,,,457.0,
-283038,,-5.71,,
-282858,,-5.71,,
-282783,,,477.0,
-282677,,-5.83,,
-282499,,-5.66,,
-282484,231.3,,,
-282416,,,465.0,
-282321,,-5.69,,
-282138,,-5.97,,
-282036,,,509.0,
-281951,,-6.21,,
-281773,,-5.67,,
-281661,,,499.0,
-281592,,-5.85,,
-281410,,-5.98,,
-281303,,,471.0,
-281227,,-5.95,,
-281040,,-6.31,,
-280941,,,453.0,
-280853,,-6.18,,
-280662,,-6.55,,
-280642,223.7,,,
-280561,,,425.0,
-280473,,-6.39,,
-280278,,-6.74,,
-280171,,,468.0,
-280083,,-6.73,,
-279890,,-6.89,,
-279782,,,457.0,
-279683,,-7.38,,
-279469,,-7.82,,
-279450,215.3,,,
-279352,,,448.0,
-279272,,-7.19,,
-279082,,-6.75,,
-278943,,,462.0,
-278881,,-7.12,,
-278689,,-6.62,,
-278608,211.0,,,
-278516,,-5.57,,
-278396,,,473.0,
-278327,,-6.53,,
-278197,,,455.0,
-278133,,-6.81,,
-277928,,-7.33,,
-277818,,,463.0,
-277710,,-8.04,,
-277669,204.5,,,
-277490,,-8.12,,
-277363,,,420.0,
-277261,,-8.57,,
-277043,,-8.05,,
-276827,,-7.89,,
-276760,,,438.0,
-276640,202.2,,,
-276584,,-9.3,,
-276506,,,428.0,
-276360,,-8.41,,
-276139,,-8.26,,
-275928,,-7.75,,
-275845,,,466.0,
-275717,,-7.76,,
-275599,,,480.0,
-275498,,-8.22,,
-275493,193.2,,,
-275255,,-9.38,,
-275151,,,452.0,
-275020,,-8.95,,
-274798,,-8.38,,
-274724,,,467.0,
-274564,,-8.99,,
-274338,,-8.58,,
-274320,,,504.0,
-274307,198.4,,,
-274122,,-8.16,,
-273911,,-7.89,,
-273874,,,479.0,
-273693,,-8.28,,
-273460,,-9.02,,
-273408,,,455.0,
-273228,,-8.95,,
-273204,194.1,,,
-273004,,-8.58,,
-272934,,,475.0,
-272774,,-8.97,,
-272550,,-8.56,,
-272466,,,463.0,
-272318,,-9.05,,
-272214,193.9,,,
-272084,,-9.11,,
-271998,,,467.0,
-271852,,-9.05,,
-271618,,-9.17,,
-271553,,,483.0,
-271388,,-8.98,,
-271215,190.4,,,
-271151,,-9.31,,
-270915,,-9.32,,
-270833,,,451.0,
-270684,,-9.06,,
-270562,,,470.0,
-270447,,-9.38,,
-270213,,-9.23,,
-270199,184.7,,,
-269978,,-9.34,,
-269882,,,445.0,
-269742,,-9.36,,
-269657,,,453.0,
-269512,,-9.09,,
-269282,,-9.16,,
-269167,,,458.0,
-269086,198.8,,,
-269043,,-9.55,,
-268817,,-8.98,,
-268698,,,441.0,
-268603,,-8.41,,
-268386,,-8.54,,
-268252,,,460.0,
-268156,,-9.25,,
-267990,194.2,,,
-267940,,-8.51,,
-267712,,-9.13,,
-267593,,,439.0,
-267489,,-8.95,,
-267348,,,454.0,
-267271,,-8.65,,
-267050,,-8.88,,
-267045,187.2,,,
-266898,,,423.0,
-266835,,-8.55,,
-266621,,-8.54,,
-266446,,,454.0,
-266409,,-8.45,,
-266307,188.7,,,
-266196,,-8.49,,
-266005,,,418.0,
-265988,,-8.28,,
-265767,,-8.92,,
-265567,,,414.0,
-265550,,-8.77,,
-265335,,-8.68,,
-265126,,-8.21,,
-265118,,,425.0,
-265057,211.7,,,
-264930,,-7.34,,
-264724,,-7.9,,
-264679,,,384.0,
-264508,,-8.15,,
-264289,,-8.29,,
-264280,,,417.0,
-264184,199.9,,,
-264085,,-7.81,,
-263883,,-7.76,,
-263843,,,422.0,
-263693,,-7.54,,
-263506,,-7.24,,
-263419,,,412.0,
-263316,,-7.52,,
-263126,,-7.45,,
-263028,,,415.0,
-262938,,-7.39,,
-262761,,-6.72,,
-262645,,,398.0,
-262633,228.1,,,
-262581,,-6.98,,
-262395,,-7.31,,
-262273,,,417.0,
-262217,,-6.83,,
-262044,,-6.54,,
-261893,,,414.0,
-261866,,-6.9,,
-261699,,-6.17,,
-261532,,-6.16,,
-261512,,,462.0,
-261364,,-6.2,,
-261191,,,509.0,
-261184,,-7.04,,
-260988,,-7.91,,
-260867,214.6,,,
-260808,,-7.0,,
-260795,,,482.0,
-260614,,-7.86,,
-260426,,-7.53,,
-260387,,,480.0,
-260239,,-7.41,,
-260104,208.9,,,
-260045,,-7.87,,
-259998,,,443.0,
-259842,,-8.35,,
-259646,,-7.95,,
-259609,,,424.0,
-259460,,-7.46,,
-259343,205.7,,,
-259281,,-7.01,,
-259207,,,452.0,
-259098,,-7.29,,
-258944,209.6,,,
-258923,,-6.68,,
-258849,,,456.0,
-258728,,-8.06,,
-258533,,-7.96,,
-258456,,,434.0,
-258330,,-8.42,,
-258135,,-7.99,,
-258067,,,451.0,
-257947,,-7.35,,
-257765,,-7.27,,
-257721,,,473.0,
-257581,,-7.36,,
-257446,203.9,,,
-257381,,-8.38,,
-257329,,,430.0,
-257195,,-7.51,,
-257014,,-7.2,,
-256941,,,496.0,
-256831,,-7.43,,
-256660,,-6.7,,
-256562,,,510.0,
-256497,,-6.02,,
-256328,,-6.59,,
-256213,,,493.0,
-256154,,-6.82,,
-255976,,-7.17,,
-255958,204.0,,,
-255800,,-6.98,,
-255672,,,450.0,
-255618,,-7.29,,
-255490,,,465.0,
-255424,,-8.13,,
-255248,,-6.93,,
-255128,,,483.0,
-255110,201.9,,,
-255069,,-7.16,,
-254883,,-7.68,,
-254743,,,466.0,
-254707,,-6.99,,
-254530,,-7.12,,
-254350,,,475.0,
-254348,199.0,,,
-254347,,-7.69,,
-254160,,-7.71,,
-254016,,,448.0,
-253967,,-7.99,,
-253769,,-8.92,,
-253597,,,422.0,
-253581,,-7.72,,
-253391,,-7.88,,
-253204,,,442.0,
-253202,,-7.85,,
-253018,,-7.47,,
-252837,,,405.0,
-252831,,-7.77,,
-252637,195.4,,,
-252635,,-8.2,,
-252492,,,420.0,
-252444,,-7.99,,
-252266,,-7.17,,
-252085,,-7.48,,
-251959,,,427.0,
-251901,,-7.55,,
-251806,196.7,,,
-251738,,,426.0,
-251715,,-7.68,,
-251517,,-8.38,,
-251351,,,398.0,
-251318,,-8.48,,
-251128,,-7.89,,
-251003,195.4,,,
-250980,,,401.0,
-250933,,-8.33,,
-250748,,-7.6,,
-250592,,,396.0,
-250553,,-8.33,,
-250360,,-8.12,,
-250207,,,395.0,
-250182,213.9,,,
-250165,,-8.28,,
-249965,,-8.57,,
-249782,,,401.0,
-249768,,-8.29,,
-249583,,-7.54,,
-249440,200.2,,,
-249407,,-7.23,,
-249231,,-7.45,,
-249052,,-7.46,,
-248871,,-7.49,,
-248686,,-7.8,,
-248670,,,432.0,
-248505,,-7.76,,
-248328,,-7.29,,
-248311,,,408.0,
-248141,,-7.93,,
-247964,,-7.32,,
-247957,,,413.0,
-247786,,-7.43,,
-247616,,-6.91,,
-247596,,,410.0,
-247446,,-6.95,,
-247285,,-6.32,,
-247229,,,408.0,
-247149,214.7,,,
-247125,,-6.26,,
-246961,,-6.65,,
-246901,,,466.0,
-246805,,-5.97,,
-246651,,-5.85,,
-246578,,,473.0,
-246492,,-6.29,,
-246342,,-5.6,,
-246192,,-5.66,,
-246088,,,540.0,
-246041,,-5.67,,
-245911,,,525.0,
-245882,,-6.58,,
-245726,,-5.99,,
-245613,,,525.0,
-245571,,-5.52,,
-245415,,-6.01,,
-245248,,-7.22,,
-245123,,,545.0,
-245081,,-6.8,,
-244934,,,508.0,
-244920,219.4,,,
-244911,,-6.94,,
-244738,,-7.56,,
-244582,,,513.0,
-244578,,-6.4,,
-244424,,-5.92,,
-244275,,-5.68,,
-244243,,,486.0,
-244238,230.4,,,
-244131,,-5.22,,
-243998,,-4.42,,
-243934,,,475.0,
-243858,,-5.07,,
-243727,,-4.22,,
-243645,,,494.0,
-243614,236.7,,,
-243601,,-3.77,,
-243469,,-4.49,,
-243347,,-3.43,,
-243272,,,503.0,
-243226,,-3.45,,
-243130,,,502.0,
-243108,,-3.21,,
-243107,249.9,,,
-242994,,-2.83,,
-242900,,,519.0,
-242878,,-3.05,,
-242768,,-2.42,,
-242660,,,523.0,
-242659,,-2.41,,
-242632,252.3,,,
-242554,,-1.83,,
-242447,,-2.13,,
-242435,,,528.0,
-242339,,-2.32,,
-242237,,-1.66,,
-242205,,,528.0,
-242171,263.7,,,
-242138,,-1.25,,
-242048,,-0.36,,
-241972,,,541.0,
-241959,,-0.21,,
-241871,,-0.12,,
-241785,,0.21,,
-241756,,,546.0,
-241703,,0.87,,
-241624,,1.19,,
-241544,,0.99,,
-241488,,,558.0,
-241464,,1.01,,
-241396,,,538.0,
-241382,,0.36,,
-241300,,0.63,,
-241218,,0.74,,
-241188,280.2,,,
-241139,,1.14,,
-241064,,1.57,,
-240989,,1.81,,
-240973,,,542.0,
-240917,,2.2,,
-240883,,,525.0,
-240839,,1.08,,
-240765,,1.89,,
-240735,279.0,,,
-240723,,,519.0,
-240691,,1.91,,
-240647,,,515.0,
-240618,,1.84,,
-240560,,,521.0,
-240545,,2.06,,
-240475,,2.42,,
-240406,,,539.0,
-240404,,2.31,,
-240335,,2.71,,
-240328,,,523.0,
-240263,,2.21,,
-240248,,,594.0,
-240191,,1.96,,
-240121,,2.73,,
-240096,,,680.0,
-240049,,1.98,,
-240027,,,696.0,
-239977,,2.2,,
-239957,,,673.0,
-239907,,2.56,,
-239905,263.2,,,
-239837,,2.46,,
-239804,,,653.0,
-239760,,1.72,,
-239740,,,667.0,
-239677,,0.51,,
-239667,,,648.0,
-239597,,1.17,,
-239510,,0.09,,
-239428,,1.03,,
-239428,,,661.0,
-239383,259.7,,,
-239343,,0.38,,
-239329,,,641.0,
-239257,,0.38,,
-239170,,0.29,,
-239154,,,623.0,
-239080,,-0.01,,
-239075,,,627.0,
-238987,,,611.0,
-238987,,-0.56,,
-238893,,-0.52,,
-238811,,,616.0,
-238801,,-0.26,,
-238721,,,616.0,
-238705,,-0.81,,
-238629,,,609.0,
-238605,,-1.22,,
-238506,,-1.06,,
-238441,,,599.0,
-238410,,-0.72,,
-238353,,,606.0,
-238312,,-1.0,,
-238263,,,601.0,
-238240,252.8,,,
-238213,,-0.99,,
-238110,,-1.59,,
-238077,,,592.0,
-238011,,-1.12,,
-237984,,,597.0,
-237915,,-0.57,,
-237885,,,594.0,
-237818,,-1.87,,
-237788,247.4,,,
-237713,,-2.26,,
-237711,,,562.0,
-237624,,,577.0,
-237603,,-2.62,,
-237540,,,566.0,
-237489,,-2.39,,
-237437,245.8,,,
-237378,,-1.41,,
-237318,,,564.0,
-237275,,-2.38,,
-237204,,,579.0,
-237160,,-2.41,,
-237099,,,565.0,
-237058,245.6,,,
-237050,,-1.65,,
-236998,,,559.0,
-236946,,-1.78,,
-236898,,,549.0,
-236839,,-1.58,,
-236804,,,588.0,
-236735,,-2.5,,
-236691,,,549.0,
-236624,,-1.86,,
-236512,,-2.33,,
-236475,239.1,,,
-236465,,,550.0,
-236402,,-2.09,,
-236368,,,566.0,
-236284,,-2.91,,
-236171,,-2.45,,
-236159,,,554.0,
-236063,,-2.01,,
-236031,,,557.0,
-235955,243.1,,,
-235954,,-1.99,,
-235924,,,565.0,
-235839,,-2.59,,
-235815,,,539.0,
-235722,,-2.74,,
-235605,,-2.89,,
-235494,,-2.13,,
-235482,,,548.0,
-235441,247.4,,,
-235382,,-2.43,,
-235359,,,545.0,
-235267,,-2.39,,
-235158,,,543.0,
-235147,,-3.07,,
-235042,,,554.0,
-235031,,-2.8,,
-234917,,-2.41,,
-234912,,,529.0,
-234900,241.4,,,
-234801,,-2.83,,
-234691,,-2.11,,
-234661,,,518.0,
-234574,,-2.85,,
-234476,252.1,,,
-234459,,-2.61,,
-234440,,,512.0,
-234339,,-3.13,,
-234227,,-2.08,,
-234151,,,481.0,
-234111,,-2.73,,
-234040,245.2,,,
-233989,,-3.31,,
-233970,,,508.0,
-233863,,-3.6,,
-233742,,,499.0,
-233734,,-3.95,,
-233613,,-3.25,,
-233489,,-3.51,,
-233477,,,478.0,
-233366,,-3.43,,
-233242,,-3.42,,
-233128,,,462.0,
-233115,,-3.88,,
-232991,,-3.4,,
-232987,,,519.0,
-232854,,-4.61,,
-232731,,,453.0,
-232718,,-4.53,,
-232577,,-4.89,,
-232481,,,433.0,
-232438,,-4.85,,
-232297,,-4.92,,
-232199,,,426.0,
-232158,,-4.79,,
-232021,,-4.66,,
-231924,,,430.0,
-231881,,-4.94,,
-231740,,-5.1,,
-231643,,,457.0,
-231601,,-4.76,,
-231450,,-5.81,,
-231377,,,429.0,
-231300,,-5.65,,
-231146,,-6.03,,
-231103,,,419.0,
-230995,,-5.78,,
-230906,241.6,,,
-230840,,-6.09,,
-230811,,,434.0,
-230686,,-6.07,,
-230532,,-6.01,,
-230484,,,440.0,
-230377,,-6.16,,
-230241,233.9,,,
-230231,,-5.48,,
-230185,,,433.0,
-230076,,-5.97,,
-229923,,-6.0,,
-229894,,,429.0,
-229763,,-6.54,,
-229602,,-6.67,,
-229455,,,431.0,
-229438,,-6.87,,
-229269,,-7.1,,
-229260,,,429.0,
-229179,232.4,,,
-229097,,-7.46,,
-228922,,-7.32,,
-228914,,,417.0,
-228747,,-7.59,,
-228572,,,456.0,
-228571,,-7.72,,
-228396,,-7.69,,
-228238,,-6.53,,
-228231,,,506.0,
-228082,,-6.51,,
-227927,,,474.0,
-227922,,-6.92,,
-227786,,-4.89,,
-227634,,-6.27,,
-227622,224.5,,,
