,Unnamed: 0,year,CO2 (ppmv)
1852,1788,-731378,207.72075200492253
1853,1789,-732072,210.60174265873587
1854,1790,-732512,216.1485998526368
1855,1791,-733184,214.6624205315424
1856,1792,-733459,217.88283774216444
1857,1793,-734157,217.1944729687879
1858,1794,-734572,213.14402038614645
1859,1795,-735319,206.92018121563933
1860,1796,-735710,204.5191038769512
1861,1797,-736630,191.7441063146352
1862,1798,-737224,185.6096600660596
1863,1799,-738156,185.40236646163788
1864,1800,-738510,183.3925392147808
1865,1801,-739379,184.7670847091236
1866,1802,-739924,189.1426274551468
1867,1803,-740694,188.64664196412704
1868,1804,-741112,187.3271928405565
1869,1805,-742009,188.17959977716012
1870,1806,-742573,188.96881973948896
1871,1807,-743721,187.29232436787936
1872,1808,-744669,190.24154927677864
1873,1809,-745227,187.91988159174213
1874,1810,-745990,187.9522843282685
1875,1811,-746386,187.54375693792412
1876,1812,-747312,188.67887489361215
1877,1813,-747864,190.17483689562675
1878,1814,-748756,192.0759223880364
1879,1815,-749086,191.29603626015796
1880,1816,-750023,193.54717137122023
1881,1817,-750615,197.49572596202373
1882,1818,-751539,195.43388919380428
1883,1819,-751984,203.90279658442105
1884,1820,-753164,199.046053641412
1885,1821,-753636,203.2996954570858
1886,1822,-754616,208.10367110123957
1887,1823,-754900,209.44507971285617
1888,1824,-755835,213.61139014973045
1889,1825,-756412,218.3519526756556
1890,1826,-757185,222.7200859322036
1891,1827,-757611,226.94301148021165
1892,1828,-757928,223.0236554615564
1893,1829,-758158,225.37366760867587
1894,1830,-758566,225.61582539678184
1895,1831,-758989,222.7085788690187
1896,1832,-759914,216.64080861985224
1897,1833,-760216,214.6940079861074
1898,1834,-761151,213.99980285899036
1899,1835,-761820,219.9481576823577
1900,1836,-762726,223.89295015434175
1901,1837,-763231,222.92608638468548
1902,1838,-763636,233.66090567198847
1903,1839,-763901,229.40748753827657
1904,1840,-764238,232.11545547204437
1905,1841,-764858,230.6229188352788
1906,1842,-765797,224.86466602091244
1907,1843,-766167,223.8179649132784
1908,1844,-767111,221.6409365039408
1909,1845,-767701,225.86635666622996
1910,1846,-768649,230.62690342109488
1911,1847,-769070,229.56423626852964
1912,1848,-769569,236.31890028889168
1913,1849,-769862,234.24054819146696
1914,1850,-770225,239.7120056138232
1915,1851,-770524,243.88525238228883
1916,1852,-770787,246.4945680375353
1917,1853,-771045,243.85475201990903
1918,1854,-771299,246.03058180018397
1919,1855,-771734,237.7794476149145
1920,1856,-772094,239.2312024030053
1921,1857,-773008,238.3850775692524
1922,1858,-773588,241.7410824819303
1923,1859,-774382,245.3180552676516
1924,1860,-774832,248.92347258064217
1925,1861,-775731,247.3032103301009
1926,1862,-776282,252.455538875688
1927,1863,-777107,254.92704442683268
1928,1864,-777417,254.6895620893129
1929,1865,-778238,254.4321062869957
1930,1866,-778769,252.52125685420285
1931,1867,-779612,257.21033919112165
1932,1868,-779936,251.50919000069743
1933,1869,-780778,257.43630369580933
1934,1870,-781248,255.01817636257545
1935,1871,-782311,260.9181501208988
1936,1872,-783084,255.84554031289508
1937,1873,-783569,259.66462384723866
1938,1874,-784239,262.229808343788
1939,1875,-784613,264.34502908314164
1940,1876,-785405,269.3559592885488
1941,1877,-785853,265.99732874144445
1942,1878,-786529,257.19893666253785
1943,1879,-786741,257.0184549055622
1944,1880,-787544,238.64095357456617
1945,1881,-788003,235.48574308581584
1946,1882,-788689,227.37775029010012
1947,1883,-789106,230.55013467896876
1948,1884,-790080,224.68576227610308
1949,1885,-790667,214.4503513988741
1950,1886,-791569,213.35775959891657
1951,1887,-791902,218.39264166858877
1952,1888,-793172,208.7893628439667
1953,1889,-793737,204.617506415808
1954,1890,-794902,198.7924036449917
1955,1891,-795428,197.90878630711256
1956,1892,-796731,200.4894558655116
1957,1893,-799286,198.68361088983107
1958,1894,-800922,198.6572141815183
1959,1895,-801759,202.64710592439064
1960,1896,-801975,202.92172318213744
1961,1897,-802059,207.49864546768265
1962,1898,-802572,204.8619380343144
1963,1899,-803182,202.2268391289192
1964,1900,-803718,207.28544010704545
